1	-2.2592714314
2	-2.1498537248
3	-2.0168002684
4	-1.7838713998
5	-1.6457988810
6	-1.6108215921
7	-1.5000100518
8	-1.2496656273
9	-1.1307602151
10	-1.0016841156
11	-0.9168524395
12	-0.8272317746
13	-0.7552574866
14	-0.6370134140
15	-0.5908443802
16	-0.4814430345
17	-0.3574828138
18	-0.2996372306
19	-0.2626911438
20	-0.2076628839
21	-0.0861308582
22	0.0275599666
23	0.0448679231
24	0.1129594622
25	0.1605133071
26	0.1950151553
27	0.2233499267
28	0.2384570080
29	0.2764490303
30	0.3110376984
31	0.3446841957
32	0.3811021905
33	0.4065999699
34	0.4813939267
35	0.4948151531
36	0.5121336424
37	0.5342513344
38	0.5428423454
39	0.5655171497
40	0.6002823544
41	0.6283114517
42	0.6428124146
43	0.6590949242
44	0.6700273574
45	0.6827714036
46	0.7085433755
47	0.7145483063
48	0.7327730153
49	0.7476561275
50	0.7550470514
51	0.7677249481
52	0.7738284162
53	0.7787606464
54	0.7869665038
55	0.7922383478
56	0.7964683990
57	0.8039771198
58	0.8107671338
59	0.8211727098
60	0.8279382286
61	0.8358425054
62	0.8411819581
63	0.8463110873
64	0.8528606389
65	0.8613991823
66	0.8729668363
67	0.8778730662
68	0.8873692130
69	0.8949125301
70	0.9079320540
71	0.9135441516
72	0.9207796007
73	0.9244257445
74	0.9286056626
75	0.9318375146
76	0.9349343689
77	0.9370438057
78	0.9404943573
79	0.9444274372
80	0.9521610108
81	0.9536179610
82	0.9570313233
83	0.9573040076
84	0.9591932539
85	0.9613241183
86	0.9621528777
87	0.9649358785
88	0.9666496560
89	0.9676619807
90	0.9702371791
91	0.9722660016
92	0.9734782385
93	0.9757239534
94	0.9762635821
95	0.9785439374
96	0.9789353210
97	0.9794579530
98	0.9796025473
99	0.9805924439
100	0.9808901413
