1	-2.0164761747
2	-1.9294816345
3	-1.6752583487
4	-1.6594634237
5	-1.7534939671
6	-1.5015979830
7	-1.3242385631
8	-1.2412979737
9	-1.1856839827
10	-1.0950080916
11	-1.1572660573
12	-1.1338583751
13	-0.9528210786
14	-0.8580635940
15	-0.7660509910
16	-0.6939307419
17	-0.6290626116
18	-0.5947290847
19	-0.5201170240
20	-0.4898171304
21	-0.4463192567
22	-0.3293120967
23	-0.2769929834
24	-0.2903565334
25	-0.1237216798
26	0.0053355741
27	-0.0133545147
28	0.0568131815
29	0.0892305952
30	0.1919424811
31	0.1736966068
32	0.2078421700
33	0.3173658737
34	0.2767255729
35	0.2998484653
36	0.3540491393
37	0.3989439114
38	0.3939414466
39	0.4054817196
40	0.4710839431
41	0.4473818931
42	0.5045453556
43	0.5000738071
44	0.5394459322
45	0.5545732333
46	0.5963810298
47	0.5898900406
48	0.6050246104
49	0.6299883551
50	0.6764563300
51	0.6971544032
52	0.7126391005
53	0.7294397339
54	0.7378171244
55	0.7627772446
56	0.7840192438
57	0.8014286963
58	0.7998081820
59	0.8042480201
60	0.8058927031
61	0.8257341163
62	0.8404723921
63	0.8414043629
64	0.8567529143
65	0.8632642673
66	0.8641032499
67	0.8718692992
68	0.8728192692
69	0.8725868678
70	0.8832304247
71	0.8984001025
72	0.8946140320
73	0.8908621907
74	0.8929253582
75	0.9109601513
76	0.9136126899
77	0.9133894488
78	0.9185974812
79	0.9178445180
80	0.9201414754
81	0.9299327715
82	0.9270577135
83	0.9319075533
84	0.9379972781
85	0.9397398916
86	0.9365905042
87	0.9377334469
88	0.9489919431
89	0.9475227313
90	0.9480957424
91	0.9527474626
92	0.9494686390
93	0.9563232324
94	0.9564498241
95	0.9566257564
96	0.9574237537
97	0.9570902437
98	0.9666913605
99	0.9687982214
100	0.9646122599
