1	0.0313075597
2	0.0214433479
3	0.0179810688
4	0.0183964666
5	0.0189678715
6	0.0172778148
7	0.0188773883
8	0.0205237560
9	0.0196171894
10	0.0222594598
11	0.0171044997
12	0.0160717268
13	0.0183245781
14	0.0196794345
15	0.0180895579
16	0.0133609884
17	0.0138446084
18	0.0156445458
19	0.0136800814
20	0.0147412419
21	0.0095995295
22	0.0123773440
23	0.0125513437
24	0.0134880635
25	0.0106016166
26	0.0090344426
27	0.0158610239
28	0.0156292736
29	0.0151557779
30	0.0119418526
31	0.0102925532
32	0.0095239203
33	0.0102703798
34	0.0071400979
35	0.0071109179
36	0.0066439946
37	0.0075010790
38	0.0070321972
39	0.0068967734
40	0.0065624344
41	0.0068837607
42	0.0088113268
43	0.0069409006
44	0.0066278451
45	0.0081023415
46	0.0065159722
47	0.0048822706
48	0.0057015418
49	0.0067161395
50	0.0082773871
51	0.0068988150
52	0.0060450634
53	0.0061908515
54	0.0073570575
55	0.0066555696
56	0.0060260040
57	0.0054023289
58	0.0049192747
59	0.0053454346
60	0.0057095748
61	0.0054325222
62	0.0064195138
63	0.0069831265
64	0.0057836115
65	0.0067999350
66	0.0057738675
67	0.0065893079
68	0.0058193005
69	0.0065411615
70	0.0050807832
71	0.0069333706
72	0.0066192994
73	0.0068573718
74	0.0063425060
75	0.0056915127
76	0.0053358046
77	0.0052105334
78	0.0050069410
79	0.0060359173
80	0.0058671813
81	0.0064422784
82	0.0059258075
83	0.0062197160
84	0.0051960323
85	0.0057312706
86	0.0060684164
87	0.0055242530
88	0.0050105377
89	0.0051792572
90	0.0056464878
91	0.0055751492
92	0.0054194396
93	0.0053372412
94	0.0045565335
95	0.0054497065
96	0.0058595954
97	0.0059096233
98	0.0057699766
99	0.0056694031
100	0.0054427747
