1	1.7737546699	0.2488935519
2	1.6249520522	0.2108405507
3	1.5812727666	0.1990067914
4	1.6727452320	0.2234298006
5	1.5880079371	0.2008526688
6	1.6141753022	0.2079506981
7	1.5261955912	0.1836101946
8	1.4601447822	0.1643959208
9	1.6181819555	0.2090273540
10	1.6181819555	0.2090273540
11	1.6183079383	0.2090611645
12	1.7093858972	0.2328401166
13	1.7525263535	0.2436645574
14	1.8676650213	0.2712989851
15	1.5067936813	0.1780537903
16	1.3654683567	0.1352816403
17	1.3797790160	0.1398095358
18	1.3587520875	0.1331402243
19	1.2864128202	0.1093803595
20	1.2854635936	0.1090597812
21	1.2752730063	0.1056031671
22	1.2462309317	0.0955985263
23	1.3008129001	0.1142148351
24	1.3259634112	0.1225315403
25	1.3620839571	0.1342038777
26	1.3824987827	0.1406647576
27	1.3294934264	0.1236861943
28	1.2353886790	0.0918036172
29	1.2318728815	0.0905658948
30	1.1995686815	0.0790251186
31	1.1959830849	0.0777250374
32	1.1947354625	0.0772717547
33	1.2073906060	0.0818477926
34	1.2082125472	0.0821433415
35	1.1939542263	0.0769876772
36	1.0702922035	0.0295023618
37	1.0640087250	0.0269451892
38	1.0556877648	0.0235354882
39	1.0587303569	0.0247853657
40	1.0552678605	0.0233627114
41	1.0388878661	0.0165686739
42	0.9924211304	-0.0033039974
43	0.9827963246	-0.0075364763
44	0.9327373079	-0.0302406518
45	0.9132175007	-0.0394257744
46	0.8905492255	-0.0503420697
47	0.8326482822	-0.0795384096
48	0.8260339330	-0.0830021117
49	0.8019618493	-0.0958462914
50	0.8076163316	-0.0927949073
51	0.8076163316	-0.0927949073
52	0.8004843861	-0.0966471348
53	0.7991869676	-0.0973516068
54	0.7957372826	-0.0992302935
55	0.8006712435	-0.0965457691
56	0.8006712435	-0.0965457691
57	0.8096190480	-0.0917192827
58	0.8081848526	-0.0924892936
59	0.8115280662	-0.0906964558
60	0.8248240041	-0.0836387087
61	0.8142076214	-0.0892648367
62	0.8193197098	-0.0865465975
63	0.8185875907	-0.0869348433
64	0.8172143910	-0.0876639941
65	0.8159944748	-0.0883127819
66	0.8342064141	-0.0787264752
67	0.8264020837	-0.0828085965
68	0.8248074274	-0.0836474369
69	0.8055994843	-0.0938808205
70	0.8000328202	-0.0968921963
71	0.7856498975	-0.1047709418
72	0.7904236228	-0.1021400888
73	0.7884313937	-0.1032360914
74	0.7833617729	-0.1060376253
75	0.7778772826	-0.1090889116
76	0.7734228883	-0.1115829798
77	0.7729404645	-0.1118539562
78	0.7733585934	-0.1116190843
79	0.7733585934	-0.1116190843
80	0.7754114149	-0.1104678100
81	0.7790852865	-0.1084149975
82	0.7889875768	-0.1029298351
83	0.7889875768	-0.1029298351
84	0.7926973646	-0.1008925856
85	0.7926973646	-0.1008925856
86	0.7926973646	-0.1008925856
87	0.7926973646	-0.1008925856
88	0.7939484928	-0.1002076714
89	0.7935246673	-0.1004395683
90	0.7980718946	-0.0979579833
91	0.8014312099	-0.0961337489
92	0.8014312099	-0.0961337489
93	0.8014312099	-0.0961337489
94	0.8014312099	-0.0961337489
95	0.8014312099	-0.0961337489
96	0.7992066793	-0.0973408952
97	0.7992066793	-0.0973408952
98	0.7992066793	-0.0973408952
99	0.7990873135	-0.0974057643
100	0.7990873135	-0.0974057643
