5.083573e-01	2.513770e-01	2.696429e-01
5.083573e-01	2.513770e-01	2.696429e-01
5.083573e-01	2.513770e-01	2.696429e-01
5.083573e-01	2.513770e-01	2.696429e-01
5.083573e-01	2.513770e-01	2.696429e-01
5.083573e-01	2.513770e-01	2.696429e-01
4.993464e-01	2.517636e-01	2.531281e-01
4.927383e-01	2.619582e-01	3.344666e-01
4.844934e-01	2.657659e-01	3.742426e-01
4.836613e-01	2.717449e-01	4.012840e-01
4.768258e-01	2.759964e-01	3.571630e-01
4.677722e-01	2.833225e-01	4.217175e-01
4.643341e-01	2.884567e-01	4.178920e-01
4.588888e-01	2.935758e-01	4.790881e-01
4.539958e-01	2.988279e-01	4.287461e-01
4.507642e-01	3.046234e-01	4.411437e-01
4.460352e-01	3.082809e-01	4.534402e-01
4.429398e-01	3.161135e-01	4.462451e-01
4.350567e-01	3.198902e-01	5.320770e-01
4.329694e-01	3.226324e-01	5.250133e-01
4.257965e-01	3.319653e-01	5.091721e-01
4.199185e-01	3.368953e-01	5.229735e-01
4.155518e-01	3.431673e-01	5.586684e-01
4.132991e-01	3.486569e-01	6.028506e-01
4.079728e-01	3.547864e-01	5.002438e-01
4.036208e-01	3.598506e-01	5.544982e-01
3.980932e-01	3.653007e-01	5.426912e-01
3.943321e-01	3.706750e-01	6.690215e-01
3.882564e-01	3.760527e-01	5.523526e-01
3.831000e-01	3.806234e-01	5.971155e-01
3.791054e-01	3.888909e-01	6.666739e-01
3.742510e-01	3.932835e-01	6.736473e-01
3.694793e-01	3.985744e-01	6.553225e-01
3.651576e-01	4.044136e-01	6.576522e-01
3.592283e-01	4.110274e-01	6.315497e-01
3.560412e-01	4.150449e-01	6.713486e-01
3.517652e-01	4.225676e-01	7.054095e-01
3.457920e-01	4.286068e-01	6.685710e-01
3.415483e-01	4.344595e-01	6.888206e-01
3.372749e-01	4.412793e-01	7.386365e-01
3.329338e-01	4.469428e-01	7.110476e-01
3.261141e-01	4.542178e-01	6.970838e-01
3.222992e-01	4.605873e-01	7.321138e-01
3.191241e-01	4.670426e-01	7.293433e-01
3.137214e-01	4.751719e-01	7.203529e-01
3.089443e-01	4.783177e-01	7.644951e-01
3.037490e-01	4.853148e-01	7.461287e-01
2.977870e-01	4.939374e-01	7.935868e-01
2.942753e-01	4.990243e-01	7.829298e-01
2.907051e-01	5.031819e-01	7.585069e-01
2.843733e-01	5.133771e-01	7.491721e-01
2.794054e-01	5.211643e-01	8.238899e-01
2.755158e-01	5.260839e-01	8.147411e-01
2.705050e-01	5.336432e-01	8.251050e-01
2.649932e-01	5.402432e-01	8.038180e-01
2.617137e-01	5.476553e-01	8.348952e-01
2.564479e-01	5.539559e-01	7.797279e-01
2.491888e-01	5.641955e-01	8.143964e-01
2.467850e-01	5.686699e-01	8.121048e-01
2.405051e-01	5.783099e-01	8.223825e-01
2.353775e-01	5.861596e-01	8.853200e-01
2.309603e-01	5.930923e-01	8.120522e-01
2.270396e-01	6.003403e-01	9.372274e-01
2.208330e-01	6.085860e-01	8.477267e-01
2.165264e-01	6.152621e-01	9.065596e-01
2.112958e-01	6.254880e-01	9.192452e-01
2.052275e-01	6.323120e-01	9.323387e-01
2.029338e-01	6.380175e-01	9.561457e-01
1.958653e-01	6.470456e-01	8.955940e-01
1.897526e-01	6.582672e-01	9.113943e-01
1.849836e-01	6.655743e-01	9.695447e-01
1.796805e-01	6.730909e-01	9.540477e-01
1.739376e-01	6.828098e-01	9.775907e-01
1.691221e-01	6.913249e-01	9.831164e-01
1.613684e-01	7.033976e-01	9.699877e-01
1.584112e-01	7.090844e-01	9.412103e-01
1.514431e-01	7.210861e-01	9.884527e-01
1.430591e-01	7.349515e-01	1.017051e+00
1.392143e-01	7.431370e-01	1.045944e+00
1.343812e-01	7.504363e-01	9.978214e-01
1.294691e-01	7.587927e-01	1.001777e+00
1.225734e-01	7.700186e-01	1.034243e+00
1.177182e-01	7.790106e-01	1.059176e+00
1.123588e-01	7.902604e-01	1.075672e+00
1.043659e-01	8.042620e-01	1.118347e+00
9.880687e-02	8.131186e-01	1.096310e+00
9.235462e-02	8.257833e-01	1.124683e+00
8.616121e-02	8.351938e-01	1.070019e+00
7.940802e-02	8.482145e-01	1.129737e+00
7.377571e-02	8.614538e-01	1.040295e+00
6.694925e-02	8.763883e-01	1.005625e+00
5.990583e-02	8.858440e-01	1.179783e+00
4.979740e-02	9.044559e-01	1.129838e+00
4.601232e-02	9.112729e-01	1.135331e+00
3.785159e-02	9.296641e-01	1.078434e+00
2.931137e-02	9.450729e-01	1.194342e+00
2.393715e-02	9.578697e-01	1.154824e+00
1.651566e-02	9.709827e-01	1.193586e+00
7.094090e-03	9.864892e-01	1.179943e+00
1.749454e-03	9.979883e-01	1.205882e+00
